story_id,story_title,grade_level,priority_score_final,priority_band,heuristic_risk_score,llm_priority,num_flags,num_skills,top_flag_types,top_flag_snippet,suggested_skills,needs_human_review,needs_human_review_skills,review_status,flags_accepted_revised,skills_accepted_revised,final_priority
4cbae6e0-012f-11eb-a111-7f2b0f4514dc,Homework,4,0.375,Low,0.05,0.2,1,5,Physical Safety,too much homework can hurt students,SKILL-COMP-001: Main Idea; SKILL-COMP-007: Making Inferences; SKILL-VOCAB-001: Context Clues; SKILL-FLUENCY-004: Phrasing; SKILL-FLUENCY-002: Reading Accuracy,False,False,Not Reviewed,,,
6c02e3b0-6daa-11ed-b4b4-7ba5543f2221,How much does steam cost? (Chapter 4),5,0.375,Low,0.0,0.2,1,6,Emotional Safety,shouted Omar angrily,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-001: Context Clues; SKILL-VOCAB-003: Figurative Language,False,False,Not Reviewed,,,
47ff07b0-e068-11ed-bfa1-7b50113f4b94,The Gadget (Chapter Two),4,0.375,Low,0.0,0.2,1,6,Emotional Safety,only a series of beeps came out of his mouth,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-007: Making Inferences; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
110fac10-af43-4a06-a257-dbf9af8c9cd4,The Portuguese In West Africa,5,0.375,Low,0.05,0.2,1,6,Cultural Sensitivity,Portuguese had established a presence near the West African gold fields.,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-004: Setting; SKILL-COMP-006: Cause and Effect; SKILL-KNOW-006: Historical Events; SKILL-KNOW-010: Community and Society,False,False,Not Reviewed,,,
c9df8bd2-43d3-42bc-8ccc-7b524c92eafd,The Election Of 1800,7,0.325,Low,0.05,0.3,1,7,Violence,plenty of fighting and name calling between the two parties,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-KNOW-006: Historical Events; SKILL-KNOW-009: Government and Civics,False,False,Not Reviewed,,,
a320fe06-d6ea-4c32-a53d-3da0294729e5,Other Heroes,7,0.15,Very Low,0.15,0.1,0,4,,,SKILL-COMP-003: Character Analysis; SKILL-KNOW-007: Historical Figures; SKILL-KNOW-006: Historical Events; SKILL-COMP-013: Author's Purpose,False,False,Not Reviewed,,,
663694f0-c21c-11ee-8d3a-d17b627d52c1,Anne Austin Young (Chapter One),6,0.1,Very Low,0.0,0.1,0,6,,,SKILL-COMP-001: Main Idea; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-KNOW-008: Cultures and Traditions; SKILL-FLUENCY-001: Sight Word Recognition,False,False,Not Reviewed,,,
30f54e7f-8940-4fb9-bdaa-9d453c8de46e,The Letter That Changed History: Harry Burn's Moment of Decision,8,0.0,Very Low,0.0,0.0,0,7,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-006: Historical Events,False,False,Not Reviewed,,,
f723bc60-53e3-11ee-968e-d3aa14f25a33,Little Lion Shares,1,0.0,Very Low,0.0,0.0,0,5,,,SKILL-COMP-001: Main Idea; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
6c6c40b0-0d60-11ef-8305-0bfef6fa1852,Consonant Digraph ch,0,0.0,Very Low,0.0,0.0,0,3,,,SKILL-DEC-004: Consonant Digraphs; SKILL-DEC-001: Short Vowels; SKILL-DEC-003: Consonant Blends,False,False,Not Reviewed,,,
d8b2c894-75e0-46e3-a130-901791a9052c,S Rhyme(New),0,0.0,Very Low,0.0,0.0,0,4,,,SKILL-COMP-001: Main Idea; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-003: Figurative Language; SKILL-FLUENCY-005: Expression,False,False,Not Reviewed,,,
b5b9ce40-3727-11ef-b5e3-33eafa267cbe,My Clothes Do Not Fit (Chapter Two),2,0.0,Very Low,0.0,0.0,0,6,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-010: Community and Society,False,False,Not Reviewed,,,
eea29f65-4980-4f18-a235-6fa8e761f7a3,Letter Stories: R (New),0,0.0,Very Low,0.0,0.0,0,3,,,SKILL-DEC-001: Short Vowels; SKILL-DEC-010: Compound Words; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
2b019fe0-5cca-11ee-8426-a957b319726d,Nathan's New Moves (Chapter Three),2,0.0,Very Low,0.0,0.0,0,7,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-001: Context Clues; SKILL-FLUENCY-004: Phrasing,False,False,Not Reviewed,,,
7269eb81-1e3f-4afd-a63c-0953a0064629,The Drum,0,0.0,Very Low,0.0,0.0,0,5,,,SKILL-DEC-001: Short Vowels; SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-VOCAB-006: Descriptive Language,False,False,Not Reviewed,,,
4cff15a0-b701-11ee-b3d7-a122f1f3a0a6,Shaping Communities: Pierre Charles L'Enfant (Chapter One),3,0.0,Very Low,0.0,0.0,0,6,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-012: Theme; SKILL-KNOW-007: Historical Figures; SKILL-KNOW-009: Government and Civics; SKILL-COMP-004: Setting,False,False,Not Reviewed,,,
4f8e5630-fe92-11ea-a988-d712aaef959f,High in the Sky,1,0.0,Very Low,0.0,0.0,0,3,,,SKILL-KNOW-001: Animals; SKILL-VOCAB-001: Context Clues; SKILL-VOCAB-006: Descriptive Language,False,False,Not Reviewed,,,
414223f0-394e-11ee-865c-bd0d07e05c6e,Aim High (Chapter Four),2,0.0,Very Low,0.0,0.0,0,5,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-COMP-006: Cause and Effect; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
3f26e580-ffa2-11ea-a988-d712aaef959f,What Do Pigs Do?,1,0.0,Very Low,0.0,0.0,0,4,,,SKILL-KNOW-001: Animals; SKILL-DEC-004: Consonant Digraphs; SKILL-VOCAB-001: Context Clues; SKILL-FLUENCY-004: Phrasing,False,False,Not Reviewed,,,
870a9100-2f3a-11ef-aee4-f3a5677b5cb1,Johnny Appleseed (Chapter One),5,0.0,Very Low,0.0,0.0,0,6,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-005: Plot and Sequence; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-001: Animals,False,False,Not Reviewed,,,
9ee2bb70-c5f6-11ee-987b-4f05cbcd0178,Eureka! (Chapter Two),2,0.0,Very Low,0.0,0.0,0,6,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-006: Cause and Effect; SKILL-COMP-007: Making Inferences; SKILL-VOCAB-001: Context Clues; SKILL-KNOW-001: Animals,False,False,Not Reviewed,,,
20c7e9f0-fb3e-11ed-b761-dd078f0efbf7,Gus is on the Bus,0,0.0,Very Low,0.0,0.0,0,4,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-005: Plot and Sequence; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
359ee290-1a13-11ee-8c5b-0dee44e4060e,The Gray Mare,0,0.0,Very Low,0.0,0.0,0,2,,,SKILL-COMP-005: Plot and Sequence; SKILL-KNOW-001: Animals,False,False,Not Reviewed,,,
c88f2670-d694-11ea-8d69-17b02ce7318f,What a Pro Knows: Playing to Win (Part 2),4,0.0,Very Low,0.0,0.0,0,6,,,SKILL-COMP-001: Main Idea; SKILL-COMP-002: Key Details; SKILL-COMP-003: Character Analysis; SKILL-COMP-006: Cause and Effect; SKILL-COMP-012: Theme; SKILL-KNOW-001: Animals,False,False,Not Reviewed,,,
e2b111a0-f6ed-11ec-8b95-8bee4ce1b1a8,"Spanish ""T"" Word List",0,0.0,Very Low,0.0,0.0,0,3,,,SKILL-DEC-001: Short Vowels; SKILL-DEC-003: Consonant Blends; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
d7bbcaa7-dcc9-4c8c-a5c3-a44ecf5e9a8c,RC g7 - Human Flight G7,7,0.0,Very Low,0.0,0.0,0,3,,,SKILL-COMP-013: Author's Purpose; SKILL-COMP-006: Cause and Effect; SKILL-COMP-001: Main Idea,False,False,Not Reviewed,,,
4bb8acd0-0bcd-11ef-8b51-e75b0e5f06f1,"Granny, Please Comb My Hair",2,0.0,Very Low,0.0,0.0,0,4,,,SKILL-COMP-003: Character Analysis; SKILL-COMP-004: Setting; SKILL-COMP-005: Plot and Sequence; SKILL-VOCAB-006: Descriptive Language,False,False,Not Reviewed,,,
8ca7c074-7e17-427f-9504-f073b37d0645,F Words,0,0.0,Very Low,0.0,0.0,0,3,,,SKILL-DEC-001: Short Vowels; SKILL-DEC-003: Consonant Blends; SKILL-DEC-004: Consonant Digraphs,False,False,Not Reviewed,,,
b964a9f0-52be-11ee-9a83-b737378a64e8,A Skate Blade,0,0.0,Very Low,0.0,0.0,0,2,,,SKILL-DEC-001: Short Vowels; SKILL-VOCAB-001: Context Clues,False,False,Not Reviewed,,,
96ed8aa0-6172-11ee-85d9-dbf246165724,A Love of Alphabet Soup,0,0.0,Very Low,0.0,0.0,0,3,,,SKILL-VOCAB-006: Descriptive Language; SKILL-KNOW-001: Animals; SKILL-KNOW-004: Weather and Climate,False,False,Not Reviewed,,,
